trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",30,0,-208.48253035964558,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067554}",30,0,-97.18675050236733,"{0: 17, 1: 6, 2: 5, 3: 2, 4: 0}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",25,0,-140.67702518875993,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",20,0,-143.73884295089812,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
5,False,"{'a': 0.01, 'e': 0.9512294245007139}",35,0,-278.0311350573485,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 5}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,0,-107.89396925851861,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059482}",25,5,-88.39956489435488,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",1
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",25,0,-88.10808302618116,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 0}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",30,0,-87.7148505152217,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-63.152177236757524,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",25,0,-156.2401141098798,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-219.20650798830357,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205614}",20,2,-68.2400934853302,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
14,False,"{'a': 0.01, 'e': 0.8693582353988057}",20,0,-146.8160689508821,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,0,-112.01384096583187,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",25,0,-176.81659778863207,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",30,0,-185.8708966071092,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",25,8,-94.09192184863653,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 1}",1
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,11,2.048088898362436,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",30,0,-92.65366707660604,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701872}",20,0,-104.67279616441576,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",35,0,-186.72288797466786,"{0: 23, 1: 4, 2: 3, 3: 2, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",20,0,-53.723145966537274,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665534}",20,0,-92.86887535842757,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",25,0,-53.44771827029318,"{0: 16, 1: 6, 2: 1, 3: 2, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",25,0,-126.72059328407794,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368533}",20,11,-2.9100351395565456,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,10,-33.980608537142174,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",35,0,-60.96452830097507,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",20,0,-53.11642398710136,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",30,0,-164.01801320184947,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736908}",20,0,-96.26192755629259,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,0,-37.21068544235971,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626098}",30,16,-37.602400900993736,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",30,0,-32.16091810288617,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
36,False,"{'a': 0.01, 'e': 0.6976763260710311}",20,0,-139.45435996473526,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",30,0,-198.6166920380544,"{0: 17, 1: 6, 2: 3, 3: 0, 4: 4}",0
38,False,"{'a': 0.01, 'e': 0.6838614092123559}",25,0,-66.69247884441572,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",20,0,-128.243683902884,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,0,-71.29362715042066,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.6636502501363193}",20,12,-60.52362950379063,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
42,False,"{'a': 0.01, 'e': 0.6570468198150569}",25,6,10.41983369523069,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",25,0,-68.26742497002412,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",25,0,-79.27416478020751,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.6376281516217732}",25,0,-92.99272929023807,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.631283645506926}",20,0,-57.43741747483788,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",20,0,-31.159425593380245,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",20,0,-128.43436479441877,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",20,0,-103.14220677919312,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",25,0,-105.95837220044734,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,0,-60.996134166280825,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.5945205479701943}",25,5,-53.40044272584348,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",25,10,-33.051621650961124,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-117.25768117858597,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",25,5,-84.96177515061046,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,14,4.043903558601776,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",30,0,-126.30829248762308,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",30,3,-100.12453120710687,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 2}",1
59,False,"{'a': 0.01, 'e': 0.554327284734507}",25,17,-7.518995544148537,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",30,20,-48.14126309399744,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,0,-72.73598334622248,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",30,0,25.439230439749235,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",30,0,-73.16815676430198,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",25,6,-24.332683491037603,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
65,False,"{'a': 0.01, 'e': 0.522045776761016}",25,0,-7.515267613228469,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,0,-106.59642303670523,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",20,4,11.829846752744787,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",25,0,-111.14970957776359,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",20,0,-66.6916070772572,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",30,5,-47.49839500488597,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",1
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,15,9.047091937825563,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",25,0,-162.54022984089605,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
73,False,"{'a': 0.01, 'e': 0.4819089900902025}",30,0,-115.13468913128087,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
74,False,"{'a': 0.01, 'e': 0.47711391552103444}",25,0,-87.19279062772455,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",25,0,-49.44951084380833,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.4676664270099093}",20,8,-92.10331749028256,"{0: 6, 1: 1, 2: 2, 3: 2, 4: 1}",1
77,False,"{'a': 0.01, 'e': 0.463013068311228}",35,0,-7.76114333224074,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.45840601130522357}",20,6,-26.726006213523945,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.4538447952823558}",25,15,-119.33593891975607,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 3}",1
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,14,7.5119432080149835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.44485806622294105}",30,0,-65.35499617495357,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.4404316545059992}",30,0,-59.1151278920313,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",25,3,-12.470840452559631,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",35,20,-84.04926339813518,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 1}",1
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",25,0,40.736830565998176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177489}",30,0,-65.76197674896423,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
87,False,"{'a': 0.01, 'e': 0.418951549247639}",20,5,-5.03799442649178,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,9,23.02387384964259,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,14,-42.63036875570958,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.40656965974059905}",30,13,-9.362764921629873,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",35,6,-69.79094669585255,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 2}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",20,4,25.99872495416148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,8,-0.5742853194616826,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,12,4.612039134980591,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,10,-0.011115390008989534,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.382892885975112}",20,0,29.904764435394494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,15,-73.76281045436157,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,0,-9.657739277784929,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,11,17.484279001237972,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,15,16.616781749930784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",30,18,-17.29444848941086,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",25,10,-15.124567942941857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",25,7,25.26437663304587,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.3534546819587801}",20,0,7.58907496820113,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,9,0.8979044875292561,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",25,0,-45.769975826078394,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,0,16.56241940556439,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",25,3,30.42046099057803,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.3362164937067333}",30,4,13.102769537729262,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.3328710836980795}",20,0,-39.678002988187714,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,10,-38.94073792743828,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,8,23.158637632228036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,7,2.608928541004273,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",25,0,16.218855829361715,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",30,10,8.880780468495162,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",25,0,-58.07698475230532,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,0,4.4068486496868235,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",30,15,-3.7460426751796634,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,10,-24.81354921703309,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,0,-85.23598541193722,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",30,12,21.786444849078254,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",25,1,-10.56703501626167,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",35,19,-24.251810150803827,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.01, 'e': 0.28938421793905067}",20,3,1.4149629599883722,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",25,0,-123.939423878214,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
126,False,"{'a': 0.01, 'e': 0.28365402649977034}",20,0,-58.97777989422049,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,0,5.199764890995526,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",25,20,7.856954976795491,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",30,0,-3.069910561228874,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,9,12.413909505196406,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",25,4,3.2904032237031675,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",30,23,-9.200075482691057,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",25,0,4.770462852093682,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.261845668580326}",25,0,-101.5179783255862,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,10,4.799909418486239,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",30,0,38.192680768485296,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,0,-37.496678770638226,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",25,0,29.41730527005513,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.01, 'e': 0.2490753046316682}",20,0,-14.38516320367499,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,5,-40.29605628557361,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",35,19,26.088225839855262,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703648}",25,0,10.585444781351715,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.23930892224375452}",20,0,-44.7229551008958,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
144,False,"{'a': 0.01, 'e': 0.2369277586821218}",20,9,5.783533529321673,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379768}",25,2,34.09105152317106,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.2322362747297588}",20,0,28.85824313441074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.01, 'e': 0.22992548518672382}",25,0,-39.416333731929655,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.2276376883838127}",25,1,-5.648276011909223,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943875}",25,4,-40.6464900149551,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842985}",25,0,22.88255747306104,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",20,1,1.6193869362768376,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221477}",20,8,8.226239860967246,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600704}",20,6,-10.017390437093036,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697797}",20,16,5.766492498403541,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,11,3.3352854606589597,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",35,0,-83.65227689597901,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,2,15.177243344872913,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",25,12,24.848023995277043,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,12,18.157851086108558,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.2018965179946554}",20,8,24.906855447707983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",20,0,-8.183808327353251,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",30,0,-26.539186626614125,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",25,15,-45.778447892035054,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089186}",20,0,17.856601284202377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",25,0,-4.899415474048446,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",35,17,-22.27906353191769,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.01, 'e': 0.18824706563874677}",20,6,-14.741873499168282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,0,-21.980622660356882,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",30,6,6.305600082432781,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273464}",25,7,11.168222834881139,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.18086579261712207}",25,0,41.69638081490492,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",25,0,-1.982576945374068,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",25,3,32.61698031946146,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.1755204006169969}",20,11,-68.25832734099983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
175,False,"{'a': 0.01, 'e': 0.1737739434504451}",20,0,17.234901356598915,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.01, 'e': 0.1720448638230505}",20,8,7.761808471936904,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",25,16,17.119227268353384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.16863814726859552}",20,6,11.540039496104836,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,9,-6.592153615536371,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",25,0,37.24608219507658,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,0,16.313703603909048,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",25,19,13.150932921444141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517277}",30,13,3.702309692071945,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",30,7,-28.34253044576841,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 0}",1
